ICAO;RWY;TORA;TODA;ASDA;LDA;ELEV;SLOPE
UNBG;02;2302;2302;2302;2302;967;0.00
UNBG;20;2302;2302;2302;2302;967;-0.00
UNCC;02;1674;1674;1674;1674;558;0.00
UNCC;20;1674;1674;1674;1674;558;-0.00
UNEE;05;3194;3194;3194;3194;861;-0.03
UNEE;05_0;2270;2270;2270;2270;861;-0.03
UNEE;23;3194;3194;3194;3194;861;0.03
UNIT;17;1392;1392;1392;1392;2014;0.00
UNIT;35;1392;1392;1392;1392;2014;-0.00
UNIT;35_A;1092;1092;1092;1092;2014;-0.00
UNKL;11;3691;3691;3691;3691;940;0.00
UNKL;11_C;2915;2915;2915;2915;940;0.00
UNKL;11_E;1191;1191;1191;1191;940;0.00
UNKL;29;3691;3691;3691;3691;940;-0.00
UNKL;29_C;1412;1412;1412;1412;940;-0.00
UNKL;29_E;2501;2501;2501;2501;940;-0.00
UNKY;05;2744;2744;2744;2744;2142;0.00
UNKY;05_taxi;1659;1659;1659;1659;2142;0.00
UNKY;14;1226;1226;1226;1226;2142;0.00
UNKY;23;2744;2744;2744;2744;2142;-0.00
UNKY;23_taxi;2085;2085;2085;2085;2142;-0.00
UNKY;32;1226;1226;1226;1226;2142;-0.00
UNLL;16;1427;1427;1427;1427;232;0.00
UNLL;34;1427;1427;1427;1427;232;-0.00
UNNE;01;3311;3311;3311;3311;652;0.00
UNNE;01_10;1330;1330;1330;1330;652;0.00
UNNE;19;3311;3311;3311;3311;652;-0.00
UNNE;19_10;1981;1981;1981;1981;652;-0.00
UNNT;07;3584;3584;3584;3584;365;-0.20
UNNT;07_C;1792;1792;1792;1792;365;-0.20
UNNT;07_D;2481;2481;2481;2481;365;-0.20
UNNT;16;3597;3597;3597;3597;365;0.00
UNNT;25;3584;3584;3584;3584;365;0.20
UNNT;25_A;3518;3518;3518;3518;365;0.20
UNNT;25_B;2791;2791;2791;2791;365;0.20
UNNT;25_C;1792;1792;1792;1792;365;0.20
UNNT;25_D;1103;1103;1103;1103;365;0.20
UNNT;34;3597;3597;3597;3597;365;-0.00
UNNT;34_H;2360;2360;2360;2360;365;-0.00
UNNT;34_L;1261;1261;1261;1261;365;-0.00
UNOF;05;2912;2912;2912;2912;312;0.00
UNOF;23;2912;2912;2912;2912;312;-0.00
UNOO;07;2493;2493;2493;2493;312;0.00
UNOO;25;2493;2493;2493;2493;312;-0.00
UNOO;25_B;1924;1924;1924;1924;312;-0.00
UNOS;04;3011;3011;3011;3011;311;0.10
UNOS;22;3011;3011;3011;3011;311;-0.10
UNSS;15;1999;1999;1999;1999;165;0.00
UNSS;33;1999;1999;1999;1999;165;-0.00
UNTT;03;2498;2498;2498;2498;598;0.00
UNTT;03_D;1549;1549;1549;1549;598;0.00
UNTT;21;2498;2498;2498;2498;598;-0.00
UNTT;21_B;1995;1995;1995;1995;598;-0.00
UNTT;21_C;1574;1574;1574;1574;598;-0.00
UNWW;01;2677;2677;2677;2677;1023;0.00
UNWW;19;2677;2677;2677;2677;1023;-0.00
UODD;05;1502;1502;1502;1502;42;0.00
UODD;23;1502;1502;1502;1502;42;-0.00
UOHH;06;2695;2695;2695;2695;98;-0.04
UOHH;06_N01;1371;1371;1371;1371;98;-0.04
UOHH;06_N02;1950;1950;1950;1950;98;-0.04
UOHH;06_N03;2643;2643;2643;2643;98;-0.04
UOHH;24;2695;2695;2695;2695;98;0.04
UOHH;24_N01;1259;1259;1259;1259;98;0.04
UOII;12;2491;2491;2491;2491;82;0.08
UOII;12_A;1759;1759;1759;1759;82;0.08
UOII;30;2491;2491;2491;2491;82;-0.08
UOOO;01;2809;2809;2809;2809;595;-0.39
UOOO;19;2809;2809;2809;2809;595;0.39
UOOO;19_A;2268;2268;2268;2268;595;0.39
URKA;04;2486;2486;2486;2486;171;0.08
URKA;04_B;1343;1343;1343;1343;171;0.08
URKA;22;2486;2486;2486;2486;171;-0.08
URKA;22_B;1144;1144;1144;1144;171;-0.08
URKE;08;3502;3502;3502;3502;73;0.00
URKE;26;3502;3502;3502;3502;73;-0.00
URKG;01;3104;3104;3104;3104;130;0.00
URKG;19;3104;3104;3104;3104;130;-0.00
URKG;19_A;3021;3021;3021;3021;130;-0.00
URKK;05L;2202;2202;2202;2202;118;0.00
URKK;05R;3001;3001;3001;3001;118;0.00
URKK;05R_G;1687;1687;1687;1687;118;0.00
URKK;05R_H;1500;1500;1500;1500;118;0.00
URKK;23L;3001;3001;3001;3001;118;-0.00
URKK;23L_H;1501;1501;1501;1501;118;-0.00
URKK;23L_J;1681;1681;1681;1681;118;-0.00
URKK;23R;2202;2202;2202;2202;118;-0.00
URKK;23R_C;1504;1504;1504;1504;118;-0.00
URMG;08;2500;2500;2500;2500;538;0.00
URMG;08_A;1248;1248;1248;1248;538;0.00
URMG;26;2500;2500;2500;2500;538;-0.00
URMG;26_A;1252;1252;1252;1252;538;-0.00
URML;14;2639;2639;2639;2639;12;0.00
URML;32;2639;2639;2639;2639;12;-0.00
URMM;11;3892;3892;3892;3892;1045;-0.15
URMM;11_C;2651;2651;2651;2651;1045;-0.15
URMM;29;3892;3892;3892;3892;1045;0.15
URMM;29_B;2388;2388;2388;2388;1045;0.15
URMN;06;2195;2195;2195;2195;1462;0.23
URMN;24;2195;2195;2195;2195;1462;-0.23
URMO;09;2992;2992;2992;2992;1671;0.00
URMO;09_A;1595;1595;1595;1595;1671;0.00
URMO;27;2992;2992;2992;2992;1671;-0.00
URMO;27_A;1398;1398;1398;1398;1671;-0.00
URMO;27_B;2015;2015;2015;2015;1671;-0.00
URMS;09;2991;2991;2991;2991;1207;0.00
URMS;09_B;1932;1932;1932;1932;1207;0.00
URMS;27;2991;2991;2991;2991;1207;-0.00
URMT;07;2593;2593;2593;2593;1484;0.19
URMT;07_B;1662;1662;1662;1662;1484;0.19
URMT;25;2593;2593;2593;2593;1484;-0.19
URRP;05;3592;3592;3592;3592;282;0.00
URRP;05_A2;3058;3058;3058;3058;282;0.00
URRP;05_A4;1764;1764;1764;1764;282;0.00
URRP;23;3592;3592;3592;3592;282;-0.00
URRP;23_A4;1767;1767;1767;1767;282;-0.00
URRP;23_A6;3076;3076;3076;3076;282;-0.00
URRR;04;2497;2497;2497;2497;280;0.00
URRR;22;2497;2497;2497;2497;280;-0.00
URRT;10;2800;2800;2800;2800;118;0.00
URRT;28;2800;2800;2800;2800;118;-0.00
URSS;02;2500;2500;2500;2500;87;0.00
URSS;06;2895;2895;2895;2895;87;0.00
URSS;06_B;2571;2571;2571;2571;87;0.00
URSS;06_E;1401;1401;1401;1401;87;0.00
URSS;06_U;2421;2421;2421;2421;87;0.00
URSS;06_V;1401;1401;1401;1401;87;0.00
URSS;20;2500;2500;2500;2500;87;-0.00
URSS;20_P;2364;2364;2364;2364;87;-0.00
URSS;24;2895;2895;2895;2895;87;-0.00
URSS;24_E;1495;1495;1495;1495;87;-0.00
URSS;24_F;1995;1995;1995;1995;87;-0.00
URSS;24_G;2195;2195;2195;2195;87;-0.00
URSS;24_H;2361;2361;2361;2361;87;-0.00
URSS;24_L;2672;2672;2672;2672;87;-0.00
URSS;24_V;1495;1495;1495;1495;87;-0.00
URSS;24_W;1866;1866;1866;1866;87;-0.00
URWA;09;3192;3192;3192;3192;-63;0.00
URWA;09_A;2756;2756;2756;2756;-63;0.00
URWA;09_B;2394;2394;2394;2394;-63;0.00
URWA;27;3192;3192;3192;3192;-63;-0.00
URWA;27_C;2484;2484;2484;2484;-63;-0.00
URWI;09;3189;3189;3189;3189;500;-0.16
URWI;27;3189;3189;3189;3189;500;0.16
URWI;27_A;2193;2193;2193;2193;500;0.16
URWW;05;2802;2802;2802;2802;479;0.00
URWW;05_N;2742;2742;2742;2742;479;0.00
URWW;23;2802;2802;2802;2802;479;-0.00
URWW;23_B;2010;2010;2010;2010;479;-0.00
USCC;09;3187;3187;3187;3187;769;0.22
USCC;27;3187;3187;3187;3187;769;-0.22
USCG;12;2494;2494;2494;2494;826;1.20
USCG;30;2494;2494;2494;2494;826;-1.20
USCM;18;3250;3250;3250;3250;1432;0.00
USCM;36;3250;3250;3250;3250;1432;-0.00
USDA;04;2693;2693;2693;2693;44;0.00
USDA;22;2693;2693;2693;2693;44;-0.00
USDA;22_A;1779;1779;1779;1779;44;-0.00
USDB;10;2646;2646;2646;2646;22;0.00
USDB;10_1;1630;1630;1630;1630;22;0.00
USDB;28;2646;2646;2646;2646;22;-0.00
USDB;28_1;1017;1017;1017;1017;22;-0.00
USDD;04;2714;2714;2714;2714;216;0.00
USDD;04_A1;2031;2031;2031;2031;216;0.00
USDD;04_A2;1604;1604;1604;1604;216;0.00
USDD;04_TurnPad;2622;2622;2622;2622;216;0.00
USDD;22;2714;2714;2714;2714;216;-0.00
USDD;22_A2;1110;1110;1110;1110;216;-0.00
USDD;22_TurnPad;2637;2637;2637;2637;216;-0.00
USHH;06;2781;2781;2781;2781;141;0.00
USHH;06_A;2143;2143;2143;2143;141;0.00
USHH;06_B;1073;1073;1073;1073;141;0.00
USHH;24;2781;2781;2781;2781;141;-0.00
USHH;24_B;1666;1666;1666;1666;141;-0.00
USHN;16;2525;2525;2525;2525;360;0.00
USHN;16_2;1001;1001;1001;1001;360;0.00
USHN;34;2525;2525;2525;2525;360;-0.00
USHN;34_1;2212;2212;2212;2212;360;-0.00
USHN;34_2;1525;1525;1525;1525;360;-0.00
USHQ;16;2137;2137;2137;2137;78;0.66
USHQ;16_2;1378;1378;1378;1378;78;0.66
USHQ;34;2137;2137;2137;2137;78;-0.66
USHS;12;2495;2495;2495;2495;351;0.00
USHS;12_1;2233;2233;2233;2233;351;0.00
USHS;12_2;1341;1341;1341;1341;351;0.00
USHS;30;2495;2495;2495;2495;351;-0.00
USHS;30_2;1155;1155;1155;1155;351;-0.00
USHU;18;2297;2297;2297;2297;187;0.13
USHU;18_A;2237;2237;2237;2237;187;0.13
USHU;18_B;2006;2006;2006;2006;187;0.13
USHU;36;2297;2297;2297;2297;187;-0.13
USII;01;2492;2492;2492;2492;534;0.00
USII;01_A;2003;2003;2003;2003;534;0.00
USII;19;2492;2492;2492;2492;534;-0.00
USKK;03;2706;2706;2706;2706;484;0.00
USKK;03_B;1756;1756;1756;1756;484;0.00
USKK;21;2706;2706;2706;2706;484;-0.00
USMM;14;2647;2647;2647;2647;49;-1.89
USMM;14_G1;2532;2532;2532;2532;49;-1.89
USMM;14_G2;2209;2209;2209;2209;49;-1.89
USMM;14_G3;1264;1264;1264;1264;49;-1.89
USMM;32;2647;2647;2647;2647;49;1.89
USMM;32_G3;1384;1384;1384;1384;49;1.89
USMM;32_G4;1745;1745;1745;1745;49;1.89
USMQ;13;2427;2427;2427;2427;108;0.00
USMQ;31;2427;2427;2427;2427;108;-0.00
USMU;09;2543;2543;2543;2543;211;-0.39
USMU;09_2;1228;1228;1228;1228;211;-0.39
USMU;27;2543;2543;2543;2543;211;0.39
USMU;27_2;1315;1315;1315;1315;211;0.39
USMU;27_3;2145;2145;2145;2145;211;0.39
USNN;03;3190;3190;3190;3190;176;-0.03
USNN;03_A;1890;1890;1890;1890;176;-0.03
USNN;21;3190;3190;3190;3190;176;0.03
USNN;21_A;1186;1186;1186;1186;176;0.03
USNN;21_C;2186;2186;2186;2186;176;0.03
USNN;21_D;2375;2375;2375;2375;176;0.03
USNN;21_E;3109;3109;3109;3109;176;0.03
USNR;17;2708;2708;2708;2708;259;0.00
USNR;35;2708;2708;2708;2708;259;-0.00
USPP;03;3194;3194;3194;3194;402;-0.09
USPP;03_B;1272;1272;1272;1272;402;-0.09
USPP;03_C;1988;1988;1988;1988;402;-0.09
USPP;21;3194;3194;3194;3194;402;0.09
USPP;21_B;1923;1923;1923;1923;402;0.09
USPP;21_C;1207;1207;1207;1207;402;0.09
USRK;17;2505;2505;2505;2505;220;0.00
USRK;17_2;2029;2029;2029;2029;220;0.00
USRK;17_3;1691;1691;1691;1691;220;0.00
USRK;35;2505;2505;2505;2505;220;-0.00
USRO;01;2487;2487;2487;2487;446;0.00
USRO;19;2487;2487;2487;2487;446;-0.00
USRR;07;2780;2780;2780;2780;200;0.00
USRR;07_C;2092;2092;2092;2092;200;0.00
USRR;07_D;1399;1399;1399;1399;200;0.00
USRR;07_E;1001;1001;1001;1001;200;0.00
USRR;25;2780;2780;2780;2780;200;-0.00
USRR;25_D;1382;1382;1382;1382;200;-0.00
USRR;25_E;1780;1780;1780;1780;200;-0.00
USRR;25_F;2174;2174;2174;2174;200;-0.00
USSE;02;1433;1433;1433;1433;633;1.05
USSE;20;1433;1433;1433;1433;633;-1.05
USSK;08;1804;1804;1804;1804;643;0.00
USSK;08_A;1493;1493;1493;1493;643;0.00
USSK;08_B;1143;1143;1143;1143;643;0.00
USSK;26;1804;1804;1804;1804;643;-0.00
USSK;26_C;1594;1594;1594;1594;643;-0.00
USSS;08L;2993;2993;2993;2993;767;0.00
USSS;08L_A;2778;2778;2778;2778;767;0.00
USSS;08L_B;2146;2146;2146;2146;767;0.00
USSS;08L_C;1258;1258;1258;1258;767;0.00
USSS;08L_K;2778;2778;2778;2778;767;0.00
USSS;08L_L;2146;2146;2146;2146;767;0.00
USSS;08L_M;1258;1258;1258;1258;767;0.00
USSS;08R;3014;3014;3014;3014;767;-1.66
USSS;26L;3014;3014;3014;3014;767;1.66
USSS;26L_M;1585;1585;1585;1585;767;1.66
USSS;26L_N;2563;2563;2563;2563;767;1.66
USSS;26R;2993;2993;2993;2993;767;-0.00
USSS;26R_C;1735;1735;1735;1735;767;-0.00
USSS;26R_E;2688;2688;2688;2688;767;-0.00
USTR;03;2985;2985;2985;2985;376;0.00
USTR;03_B;2011;2011;2011;2011;376;0.00
USTR;12;2687;2687;2687;2687;376;-0.22
USTR;12_C;1996;1996;1996;1996;376;-0.22
USTR;21;2985;2985;2985;2985;376;-0.00
USTR;30;2687;2687;2687;2687;376;0.22
USTR;30_A;1750;1750;1750;1750;376;0.22
USUU;02;2595;2595;2595;2595;239;0.00
USUU;20;2595;2595;2595;2595;239;-0.00
UT1A;08;2896;2896;2896;2896;2813;0.00
UT1A;26;2896;2896;2896;2896;2813;-0.00
UT1B;13;1519;1519;1519;1519;1624;0.00
UT1B;31;1519;1519;1519;1519;1624;-0.00
UT1E;01;1705;1705;1705;1705;358;0.00
UT1E;19;1705;1705;1705;1705;358;-0.00
UT1F;14;2000;2000;2000;2000;-20;0.00
UT1F;32;2000;2000;2000;2000;-20;-0.00
UT1G;15;2644;2644;2644;2644;919;0.00
UT1G;33;2644;2644;2644;2644;919;-0.00
UT1H;11;2494;2494;2494;2494;5;0.00
UT1H;29;2494;2494;2494;2494;5;-0.00
UT1J;13;1604;1604;1604;1604;-42;0.00
UT1J;31;1604;1604;1604;1604;-42;-0.00
UT1M;02;2402;2402;2402;2402;1207;0.00
UT1M;20;2402;2402;2402;2402;1207;-0.00
UT1O;08;3541;3541;3541;3541;413;0.00
UT1O;26;3541;3541;3541;3541;413;-0.00
UT1P;03;1196;1196;1196;1196;689;0.00
UT1P;21;1196;1196;1196;1196;689;-0.00
UT1Q;04;2990;2990;2990;2990;1045;-0.07
UT1Q;22;2990;2990;2990;2990;1045;0.07
UT1R;04;1660;1660;1660;1660;176;0.00
UT1R;22;1660;1660;1660;1660;176;-0.00
UT1S;18;2883;2883;2883;2883;1979;0.14
UT1S;36;2883;2883;2883;2883;1979;-0.14
UT44;07;2477;2477;2477;2477;11961;-0.77
UT44;25;2477;2477;2477;2477;11961;0.77
UT45;08;2685;2685;2685;2685;2378;0.22
UT45;26;2685;2685;2685;2685;2378;-0.22
UT47;17;1343;1343;1343;1343;3350;0.00
UT47;35;1343;1343;1343;1343;3350;-0.00
UT50;07;1988;1988;1988;1988;902;0.00
UT50;25;1988;1988;1988;1988;902;-0.00
UT51;16;1499;1499;1499;1499;770;0.00
UT51;34;1499;1499;1499;1499;770;-0.00
UT52;17;3009;3009;3009;3009;728;0.00
UT52;35;3009;3009;3009;3009;728;-0.00
UT53;12;1611;1611;1611;1611;4875;0.00
UT53;30;1611;1611;1611;1611;4875;-0.00
UT55;10;2393;2393;2393;2393;338;0.00
UT55;28;2393;2393;2393;2393;338;-0.00
UT56;17;1485;1485;1485;1485;1085;0.00
UT56;35;1485;1485;1485;1485;1085;-0.00
UT58;02;2523;2523;2523;2523;1329;0.00
UT58;20;2523;2523;2523;2523;1329;-0.00
UT63;08;3883;3883;3883;3883;1574;-1.93
UT63;26;3883;3883;3883;3883;1574;1.93
UT72;15;1542;1542;1542;1542;1949;0.00
UT72;33;1542;1542;1542;1542;1949;-0.00
UT73;01;2488;2488;2488;2488;1046;0.00
UT73;01L;2438;2438;2438;2438;1046;0.00
UT73;19;2488;2488;2488;2488;1046;-0.00
UT73;19R;2438;2438;2438;2438;1046;-0.00
UT76;18;1847;1847;1847;1847;1395;0.00
UT76;36;1847;1847;1847;1847;1395;-0.00
UT77;18;1438;1438;1438;1438;180;0.00
UT77;36;1438;1438;1438;1438;180;-0.00
UTAA;12L;3794;3794;3794;3794;687;-0.13
UTAA;12L_A3;1313;1313;1313;1313;687;-0.13
UTAA;12L_A4;2179;2179;2179;2179;687;-0.13
UTAA;12L_A5;2712;2712;2712;2712;687;-0.13
UTAA;12R;3794;3794;3794;3794;687;-0.16
UTAA;12R_E4;1923;1923;1923;1923;687;-0.16
UTAA;12R_E5;2691;2691;2691;2691;687;-0.16
UTAA;30L;3794;3794;3794;3794;687;0.16
UTAA;30L_E2;3065;3065;3065;3065;687;0.16
UTAA;30L_E3;2246;2246;2246;2246;687;0.16
UTAA;30L_N2;3065;3065;3065;3065;687;0.16
UTAA;30R;3794;3794;3794;3794;687;0.13
UTAA;30R_A2;2814;2814;2814;2814;687;0.13
UTAA;30R_A3;2481;2481;2481;2481;687;0.13
UTAK;16L;2471;2471;2471;2471;282;0.00
UTAK;16R;3492;3492;3492;3492;282;0.00
UTAK;34L;3492;3492;3492;3492;282;-0.00
UTAK;34R;2471;2471;2471;2471;282;-0.00
UTAM;18L;2798;2798;2798;2798;728;0.00
UTAM;18L_C;1548;1548;1548;1548;728;0.00
UTAM;18L_D;2064;2064;2064;2064;728;0.00
UTAM;18L_E;2490;2490;2490;2490;728;0.00
UTAM;18R;3802;3802;3802;3802;728;0.00
UTAM;18R_C;1567;1567;1567;1567;728;0.00
UTAM;18R_D;2083;2083;2083;2083;728;0.00
UTAM;18R_E;2506;2506;2506;2506;728;0.00
UTAM;36L;3802;3802;3802;3802;728;-0.00
UTAM;36L_2;3206;3206;3206;3206;728;-0.00
UTAM;36L_C;2235;2235;2235;2235;728;-0.00
UTAM;36L_D;1719;1719;1719;1719;728;-0.00
UTAM;36L_E;1296;1296;1296;1296;728;-0.00
UTAM;36L_R1;3170;3170;3170;3170;728;-0.00
UTAM;36L_R2;3035;3035;3035;3035;728;-0.00
UTAM;36R;2798;2798;2798;2798;728;-0.00
UTAM;36R_C;1250;1250;1250;1250;728;-0.00
UTAM;36R_F;1903;1903;1903;1903;728;-0.00
UTAM;36R_R1;2183;2183;2183;2183;728;-0.00
UTAM;36R_R2;2049;2049;2049;2049;728;-0.00
UTAT;08;3790;3790;3790;3790;271;0.00
UTAT;08_A2;2753;2753;2753;2753;271;0.00
UTAT;08_A3;1757;1757;1757;1757;271;0.00
UTAT;26;3790;3790;3790;3790;271;-0.00
UTAT;26_A3;2034;2034;2034;2034;271;-0.00
UTAT;26_A4;2768;2768;2768;2768;271;-0.00
UTAT;26_A5;3720;3720;3720;3720;271;-0.00
UTDD;09;3106;3106;3106;3106;2575;0.00
UTDD;09_B;2403;2403;2403;2403;2575;0.00
UTDD;09_C;2335;2335;2335;2335;2575;0.00
UTDD;09_D;1871;1871;1871;1871;2575;0.00
UTDD;27;3106;3106;3106;3106;2575;-0.00
UTDD;27_D;1235;1235;1235;1235;2575;-0.00
UTDD;27_E;2285;2285;2285;2285;2575;-0.00
UTDK;01;3016;3016;3016;3016;2292;0.00
UTDK;01_1;2394;2394;2394;2394;2292;0.00
UTDK;01_2;1932;1932;1932;1932;2292;0.00
UTDK;01_3;1310;1310;1310;1310;2292;0.00
UTDK;19;3016;3016;3016;3016;2292;-0.00
UTDK;19_2;1085;1085;1085;1085;2292;-0.00
UTDL;08;3286;3286;3286;3286;1450;-0.91
UTDL;08_B;1139;1139;1139;1139;1450;-0.91
UTDL;08_C;1459;1459;1459;1459;1450;-0.91
UTDL;26;3286;3286;3286;3286;1450;0.91
UTDL;26_A;3095;3095;3095;3095;1450;0.91
UTDL;26_D;1512;1512;1512;1512;1450;0.91
UTDT;17;2266;2266;2266;2266;1472;0.00
UTDT;17_2;1099;1099;1099;1099;1472;0.00
UTDT;35;2266;2266;2266;2266;1472;-0.00
UTDT;35_2;1167;1167;1167;1167;1472;-0.00
UTDT;35_3;1668;1668;1668;1668;1472;-0.00
UTDT;35_4;2088;2088;2088;2088;1472;-0.00
UTFA;04;2982;2982;2982;2982;1515;-0.17
UTFA;22;2982;2982;2982;2982;1515;0.17
UTFN;10;3273;3273;3273;3273;1555;-0.09
UTFN;10_N;1335;1335;1335;1335;1555;-0.09
UTFN;28;3273;3273;3273;3273;1555;0.09
UTFN;28_N;3202;3202;3202;3202;1555;0.09
UTNN;15;3006;3006;3006;3006;246;-0.93
UTNN;15_C;1857;1857;1857;1857;246;-0.93
UTNN;15_TN;2929;2929;2929;2929;246;-0.93
UTNN;33;3006;3006;3006;3006;246;0.93
UTNN;33_C;1078;1078;1078;1078;246;0.93
UTNN;33_TN;2932;2932;2932;2932;246;0.93
UTNT;02;1489;1489;1489;1489;305;0.00
UTNT;20;1489;1489;1489;1489;305;-0.00
UTNU;13;2998;2998;2998;2998;318;0.07
UTNU;13_T3;2233;2233;2233;2233;318;0.07
UTNU;31;2998;2998;2998;2998;318;-0.07
UTNU;31_T3;1999;1999;1999;1999;318;-0.07
UTOD;16;1820;1820;1820;1820;6700;0.00
UTOD;34;1820;1820;1820;1820;6700;-0.00
UTSB;01;2996;2996;2996;2996;750;0.00
UTSB;01_N;2941;2941;2941;2941;750;0.00
UTSB;19;2996;2996;2996;2996;750;-0.00
UTSK;16;2843;2843;2843;2843;1230;0.00
UTSK;16_2;2241;2241;2241;2241;1230;0.00
UTSK;16_3;1434;1434;1434;1434;1230;0.00
UTSK;34;2843;2843;2843;2843;1230;-0.00
UTSL;07;2495;2495;2495;2495;1365;0.00
UTSL;25;2495;2495;2495;2495;1365;-0.00
UTSS;09;3096;3096;3096;3096;2226;-0.19
UTSS;27;3096;3096;3096;3096;2226;0.19
UTSS;27_B;2865;2865;2865;2865;2226;0.19
UTSS;27_C;2329;2329;2329;2329;2226;0.19
UTST;07;2994;2994;2994;2994;1026;0.00
UTST;25;2994;2994;2994;2994;1026;-0.00
UTSU;09;1482;1482;1482;1482;416;0.00
UTSU;27;1482;1482;1482;1482;416;-0.00
UTTT;08L;3991;3991;3991;3991;1416;0.00
UTTT;08L_T11;3868;3868;3868;3868;1416;0.00
UTTT;08L_T12;3325;3325;3325;3325;1416;0.00
UTTT;08L_T13;2378;2378;2378;2378;1416;0.00
UTTT;08L_T14;1270;1270;1270;1270;1416;0.00
UTTT;08L_T2;3396;3396;3396;3396;1416;0.00
UTTT;08L_T4;1270;1270;1270;1270;1416;0.00
UTTT;08R;3895;3895;3895;3895;1416;0.00
UTTT;08R_T12;3231;3231;3231;3231;1416;0.00
UTTT;08R_T13;2280;2280;2280;2280;1416;0.00
UTTT;08R_T7;3806;3806;3806;3806;1416;0.00
UTTT;08R_T8;2812;2812;2812;2812;1416;0.00
UTTT;26L;3895;3895;3895;3895;1416;-0.00
UTTT;26L_T13;1615;1615;1615;1615;1416;-0.00
UTTT;26L_T14;2619;2619;2619;2619;1416;-0.00
UTTT;26L_T8;1083;1083;1083;1083;1416;-0.00
UTTT;26R;3991;3991;3991;3991;1416;-0.00
UTTT;26R_T13;1614;1614;1614;1614;1416;-0.00
UTTT;26R_T15;3877;3877;3877;3877;1416;-0.00
UTTT;26R_T2;1523;1523;1523;1523;1416;-0.00
UTTT;26R_T4;2721;2721;2721;2721;1416;-0.00
UTTT;26R_T5;3702;3702;3702;3702;1416;-0.00
UUBA;14;1680;1680;1680;1680;446;0.00
UUBA;32;1680;1680;1680;1680;446;-0.00
UUBC;13;2195;2195;2195;2195;666;0.00
UUBC;31;2195;2195;2195;2195;666;-0.00
UUBC;31_A;1233;1233;1233;1233;666;-0.00
UUBI;11;2496;2496;2496;2496;410;0.00
UUBI;29;2496;2496;2496;2496;410;-0.00
UUBI;29_A;1847;1847;1847;1847;410;-0.00
UUBP;16;2401;2401;2401;2401;663;-0.21
UUBP;16_A;1144;1144;1144;1144;663;-0.21
UUBP;34;2401;2401;2401;2401;663;0.21
UUBP;34_A;1258;1258;1258;1258;663;0.21
UUBS;08;1593;1593;1593;1593;0;0.00
UUBS;26;1593;1593;1593;1593;0;-0.00
UUBW;12;4590;4590;4590;4590;403;0.00
UUBW;12_B10;2317;2317;2317;2317;403;0.00
UUBW;12_B11;1269;1269;1269;1269;403;0.00
UUBW;12_B7;4370;4370;4370;4370;403;0.00
UUBW;12_B9;3277;3277;3277;3277;403;0.00
UUBW;30;4590;4590;4590;4590;403;-0.00
UUBW;30_B10;2274;2274;2274;2274;403;-0.00
UUBW;30_B11;3321;3321;3321;3321;403;-0.00
UUBW;30_B9;1313;1313;1313;1313;403;-0.00
UUDD;14;3798;3798;3798;3798;593;0.00
UUDD;14L;2365;2365;2365;2365;593;0.00
UUDD;14L_B3;1791;1791;1791;1791;593;0.00
UUDD;14R;3493;3493;3493;3493;593;0.00
UUDD;14R_A4;2552;2552;2552;2552;593;0.00
UUDD;14R_A5;2109;2109;2109;2109;593;0.00
UUDD;14R_A6;1745;1745;1745;1745;593;0.00
UUDD;32;3798;3798;3798;3798;593;-0.00
UUDD;32L;3493;3493;3493;3493;593;-0.00
UUDD;32L_A7;1749;1749;1749;1749;593;-0.00
UUDD;32L_A8;2196;2196;2196;2196;593;-0.00
UUDD;32L_A9;2646;2646;2646;2646;593;-0.00
UUDD;32R;2365;2365;2365;2365;593;-0.00
UUDD;32R_B6;1311;1311;1311;1311;593;-0.00
UUDL;05;3001;3001;3001;3001;305;-0.07
UUDL;05_B;2615;2615;2615;2615;305;-0.07
UUDL;05_C;1008;1008;1008;1008;305;-0.07
UUDL;23;3001;3001;3001;3001;305;0.07
UUDL;23_C;1994;1994;1994;1994;305;0.07
UUEE;06C;3540;3540;3540;3540;628;0.00
UUEE;06C_B2;2727;2727;2727;2727;628;0.00
UUEE;06C_B3;2216;2216;2216;2216;628;0.00
UUEE;06C_B4;1894;1894;1894;1894;628;0.00
UUEE;06C_G2;2727;2727;2727;2727;628;0.00
UUEE;06C_G3;1894;1894;1894;1894;628;0.00
UUEE;06L;3189;3189;3189;3189;628;0.00
UUEE;06L_E2;1853;1853;1853;1853;628;0.00
UUEE;06R;3687;3687;3687;3687;628;0.00
UUEE;06R_A;3577;3577;3577;3577;628;0.00
UUEE;06R_A2;2776;2776;2776;2776;628;0.00
UUEE;06R_A3;2377;2377;2377;2377;628;0.00
UUEE;06R_A4;1943;1943;1943;1943;628;0.00
UUEE;06R_A5;1943;1943;1943;1943;628;0.00
UUEE;06R_G1;3577;3577;3577;3577;628;0.00
UUEE;06R_G2;2776;2776;2776;2776;628;0.00
UUEE;06R_G3;1943;1943;1943;1943;628;0.00
UUEE;24C;3540;3540;3540;3540;628;-0.00
UUEE;24C_B4;1647;1647;1647;1647;628;-0.00
UUEE;24C_B5;2273;2273;2273;2273;628;-0.00
UUEE;24C_B6;2680;2680;2680;2680;628;-0.00
UUEE;24C_B7;3479;3479;3479;3479;628;-0.00
UUEE;24C_G3;1647;1647;1647;1647;628;-0.00
UUEE;24C_G4;2680;2680;2680;2680;628;-0.00
