ICAO;RWY;TORA;TODA;ASDA;LDA;ELEV;SLOPE
00CA;04;1770;1770;1770;1770;3038;0.06
00CA;22;1770;1770;1770;1770;3038;-0.06
00C;01;1528;1528;1528;1528;6684;0.00
00C;19;1528;1528;1528;1528;6684;-0.00
00F;10;1342;1342;1342;1342;3282;0.00
00F;28;1342;1342;1342;1342;3282;-0.00
00R;12;1128;1128;1128;1128;150;0.00
00R;12_N;1004;1004;1004;1004;150;0.00
00R;30;1128;1128;1128;1128;150;-0.00
01MT;13;1609;1609;1609;1609;3141;0.00
01MT;31;1609;1609;1609;1609;3141;-0.00
01M;17;1227;1227;1227;1227;578;0.00
01M;35;1227;1227;1227;1227;578;-0.00
02A;08;1218;1218;1218;1218;584;0.00
02A;26;1218;1218;1218;1218;584;-0.00
03CO;13;1209;1209;1209;1209;4950;0.00
03CO;31;1209;1209;1209;1209;4950;-0.00
04A;04;1418;1418;1418;1418;299;0.00
04A;22;1418;1418;1418;1418;299;-0.00
04CA;08;2349;2349;2349;2349;3020;0.00
04CA;08_N;1177;1177;1177;1177;3020;0.00
04CA;26;2349;2349;2349;2349;3020;-0.00
04CA;26_N;1173;1173;1173;1173;3020;-0.00
05C;08;1489;1489;1489;1489;633;0.00
05C;26;1489;1489;1489;1489;633;-0.00
05U;18;2219;2219;2219;2219;5954;0.00
05U;36;2219;2219;2219;2219;5954;-0.00
06A;13;1524;1524;1524;1524;264;0.00
06A;31;1524;1524;1524;1524;264;-0.00
06C;11;1159;1159;1159;1159;799;0.00
06C;29;1159;1159;1159;1159;799;-0.00
06D;14;1310;1310;1310;1310;1820;0.00
06D;32;1310;1310;1310;1310;1820;-0.00
06FA;09;2130;2130;2130;2130;25;0.00
06FA;27;2130;2130;2130;2130;25;-0.00
06FA;27_A;1865;1865;1865;1865;25;-0.00
06FA;27_B;2056;2056;2056;2056;25;-0.00
06U;15;1885;1885;1885;1885;5212;0.00
06U;33;1885;1885;1885;1885;5212;-0.00
07A;14;1117;1117;1117;1117;299;0.00
07A;32;1117;1117;1117;1117;299;-0.00
07FA;05;1358;1358;1358;1358;4;0.00
07FA;23;1358;1358;1358;1358;4;-0.00
07K;16;1128;1128;1128;1128;1712;0.00
07K;34;1128;1128;1128;1128;1712;-0.00
07MT;10;3649;3649;3649;3649;2762;0.00
07MT;28;3649;3649;3649;3649;2762;-0.00
07TE;04;1540;1540;1540;1540;39;0.00
07TE;09;1531;1531;1531;1531;39;0.00
07TE;13;1516;1516;1516;1516;39;0.00
07TE;18;1513;1513;1513;1513;39;0.00
07TE;22;1540;1540;1540;1540;39;-0.00
07TE;27;1531;1531;1531;1531;39;-0.00
07TE;31;1516;1516;1516;1516;39;-0.00
07TE;36;1513;1513;1513;1513;39;-0.00
07V;06;1768;1768;1768;1768;7151;0.00
07V;24;1768;1768;1768;1768;7151;-0.00
08C;14;1182;1182;1182;1182;603;0.00
08C;32;1182;1182;1182;1182;603;-0.00
08D;09;1189;1189;1189;1189;2245;0.00
08D;27;1189;1189;1189;1189;2245;-0.00
08K;17;1134;1134;1134;1134;1814;0.00
08K;35;1134;1134;1134;1134;1814;-0.00
08MS;07;1133;1133;1133;1133;345;0.00
08MS;25;1133;1133;1133;1133;345;-0.00
09A;12;1242;1242;1242;1242;132;0.00
09A;30;1242;1242;1242;1242;132;-0.00
09FA;18;1468;1468;1468;1468;129;0.00
09FA;36;1468;1468;1468;1468;129;-0.00
09J;18;1133;1133;1133;1133;11;0.00
09J;36;1133;1133;1133;1133;11;-0.00
09R;16;1223;1223;1223;1223;388;0.00
09R;34;1223;1223;1223;1223;388;-0.00
09TS;09;1245;1245;1245;1245;3100;0.00
09TS;27;1245;1245;1245;1245;3100;-0.00
0A2;10;1182;1182;1182;1182;517;0.00
0A2;28;1182;1182;1182;1182;517;-0.00
0A3;06;1297;1297;1297;1297;1084;0.00
0A3;24;1297;1297;1297;1297;1084;-0.00
0A8;10;1279;1279;1279;1279;250;0.00
0A8;28;1279;1279;1279;1279;250;-0.00
0A9;06;1379;1379;1379;1379;1590;0.00
0A9;24;1379;1379;1379;1379;1590;-0.00
0B1;14;1163;1163;1163;1163;673;0.00
0B1;32;1163;1163;1163;1163;673;-0.00
0B4;13;1202;1202;1202;1202;1388;0.00
0B4;31;1202;1202;1202;1202;1388;-0.00
0CO2;11;1303;1303;1303;1303;8979;0.00
0CO2;29;1303;1303;1303;1303;8979;-0.00
0D8;13;1341;1341;1341;1341;2061;0.00
0D8;31;1341;1341;1341;1341;2061;-0.00
0E0;08;2344;2344;2344;2344;6204;0.00
0E0;18;1893;1893;1893;1893;6204;0.00
0E0;26;2344;2344;2344;2344;6204;-0.00
0E0;36;1893;1893;1893;1893;6204;-0.00
0E8;18;1776;1776;1776;1776;6696;0.00
0E8;36;1776;1776;1776;1776;6696;-0.00
0F4;16;1189;1189;1189;1189;2070;0.00
0F4;34;1189;1189;1189;1189;2070;-0.00
0G6;07;1454;1454;1454;1454;729;0.00
0G6;25;1454;1454;1454;1454;729;-0.00
0G7;01;1400;1400;1400;1400;492;0.00
0G7;19;1400;1400;1400;1400;492;-0.00
0H1;17;1222;1222;1222;1222;2437;0.00
0H1;35;1222;1222;1222;1222;2437;-0.00
0I8;11;1174;1174;1174;1174;722;0.00
0I8;29;1174;1174;1174;1174;722;-0.00
0ID2;11;2287;2287;2287;2287;5600;0.00
0ID2;29;2287;2287;2287;2287;5600;-0.00
0J6;09;1521;1521;1521;1521;358;0.00
0J6;27;1521;1521;1521;1521;358;-0.00
0L7;02L;1405;1405;1405;1405;2832;0.00
0L7;02L_B;1309;1309;1309;1309;2832;0.00
0L7;02R;1129;1129;1129;1129;2832;0.00
0L7;20L;1129;1129;1129;1129;2832;-0.00
0L7;20R;1405;1405;1405;1405;2832;-0.00
0M0;18;1529;1529;1529;1529;163;0.00
0M0;36;1529;1529;1529;1529;163;-0.00
0M1;15;1215;1215;1215;1215;520;0.00
0M1;33;1215;1215;1215;1215;520;-0.00
0M3;02;1220;1220;1220;1220;972;0.00
0M3;20;1220;1220;1220;1220;972;-0.00
0M4;04;1512;1512;1512;1512;466;0.00
0M4;04_N;1117;1117;1117;1117;466;0.00
0M4;22;1512;1512;1512;1512;466;-0.00
0M5;03;1220;1220;1220;1220;755;0.00
0M5;21;1220;1220;1220;1220;755;-0.00
0OK3;16;1512;1512;1512;1512;1420;0.00
0OK3;34;1512;1512;1512;1512;1420;-0.00
0R0;05;1360;1360;1360;1360;265;0.00
0R0;23;1360;1360;1360;1360;265;-0.00
0R1;18;1525;1525;1525;1525;287;0.00
0R1;36;1525;1525;1525;1525;287;-0.00
0R3;16;1530;1530;1530;1530;15;0.00
0R3;16_C;1126;1126;1126;1126;15;0.00
0R3;34;1530;1530;1530;1530;15;-0.00
0R3;34_B;1219;1219;1219;1219;15;-0.00
0R4;14;1111;1111;1111;1111;54;0.00
0R4;32;1111;1111;1111;1111;54;-0.00
0R6;02;1321;1321;1321;1321;178;0.00
0R6;20;1321;1321;1321;1321;178;-0.00
0S7;15;1224;1224;1224;1224;1063;0.00
0S7;33;1224;1224;1224;1224;1063;-0.00
0T1;08;1244;1244;1244;1244;511;0.00
0T1;26;1244;1244;1244;1244;511;-0.00
0TA7;12;1568;1568;1568;1568;4702;0.00
0TA7;30;1568;1568;1568;1568;4702;-0.00
0TE5;17;1832;1832;1832;1832;516;0.00
0TE5;35;1832;1832;1832;1832;516;-0.00
0TE7;17;1917;1917;1917;1917;1515;0.00
0TE7;35;1917;1917;1917;1917;1515;-0.00
0TX1;01;1102;1102;1102;1102;709;0.00
0TX1;19;1102;1102;1102;1102;709;-0.00
0V3;16;1189;1189;1189;1189;2160;0.00
0V3;34;1189;1189;1189;1189;2160;-0.00
0V4;06;1156;1156;1156;1156;596;0.00
0V4;24;1156;1156;1156;1156;596;-0.00
0V7;05;2160;2160;2160;2160;5708;0.00
0V7;23;2160;2160;2160;2160;5708;-0.00
0VG;07;1525;1525;1525;1525;1411;0.00
0VG;25;1525;1525;1525;1525;1411;-0.00
0XA4;15;1527;1527;1527;1527;331;0.00
0XA4;33;1527;1527;1527;1527;331;-0.00
0XA5;14;1189;1189;1189;1189;319;0.00
0XA5;32;1189;1189;1189;1189;319;-0.00
0XS7;13;1829;1829;1829;1829;1066;0.00
0XS7;31;1829;1829;1829;1829;1066;-0.00
10G;09;1338;1338;1338;1338;1217;0.00
10G;27;1338;1338;1338;1338;1217;-0.00
10U;05;1429;1429;1429;1429;5374;0.00
10U;05_None;1329;1329;1329;1329;5374;0.00
10U;23;1429;1429;1429;1429;5374;-0.00
10U;23_N;1345;1345;1345;1345;5374;-0.00
11A;09;1528;1528;1528;1528;435;0.00
11A;27;1528;1528;1528;1528;435;-0.00
11II;18;1234;1234;1234;1234;708;0.00
11II;36;1234;1234;1234;1234;708;-0.00
11R;16;1835;1835;1835;1835;308;0.00
11R;34;1835;1835;1835;1835;308;-0.00
12J;06;1566;1566;1566;1566;99;0.00
12J;12;1525;1525;1525;1525;99;0.00
12J;24;1566;1566;1566;1566;99;-0.00
12J;30;1525;1525;1525;1525;99;-0.00
12K;14;1311;1311;1311;1311;1690;0.00
12K;32;1311;1311;1311;1311;1690;-0.00
12NC;05;1121;1121;1121;1121;20;0.00
12NC;23;1121;1121;1121;1121;20;-0.00
13NC;01;1220;1220;1220;1220;25;0.00
13NC;05;1281;1281;1281;1281;25;0.00
13NC;09;1250;1250;1250;1250;25;0.00
13NC;19;1220;1220;1220;1220;25;-0.00
13NC;23;1281;1281;1281;1281;25;-0.00
13NC;27;1250;1250;1250;1250;25;-0.00
14AZ;06;1330;1330;1330;1330;4025;0.00
14AZ;24;1330;1330;1330;1330;4025;-0.00
14G;09;1261;1261;1261;1261;663;0.00
14G;27;1261;1261;1261;1261;663;-0.00
14NC;05;1363;1363;1363;1363;60;0.00
14NC;18;1527;1527;1527;1527;60;0.00
14NC;23;1363;1363;1363;1363;60;-0.00
14NC;36;1527;1527;1527;1527;60;-0.00
14TS;16;1847;1847;1847;1847;532;0.00
14TS;34;1847;1847;1847;1847;532;-0.00
15A;06;1598;1598;1598;1598;0;0.00
15A;24;1598;1598;1598;1598;0;-0.00
15J;05;1526;1526;1526;1526;233;0.00
15J;15;1222;1222;1222;1222;233;0.00
15J;23;1526;1526;1526;1526;233;-0.00
15J;33;1222;1222;1222;1222;233;-0.00
15M;18;1221;1221;1221;1221;629;0.00
15M;36;1221;1221;1221;1221;629;-0.00
16D;13;1247;1247;1247;1247;1371;0.00
16D;31;1247;1247;1247;1247;1371;-0.00
16G;06;1217;1217;1217;1217;786;0.00
16G;24;1217;1217;1217;1217;786;-0.00
16J;13;1374;1374;1374;1374;333;-2.26
16J;31;1374;1374;1374;1374;333;2.26
16TA;18;1792;1792;1792;1792;3500;0.00
16TA;36;1792;1792;1792;1792;3500;-0.00
17FL;18;2182;2182;2182;2182;100;0.00
17FL;36;2182;2182;2182;2182;100;-0.00
17G;04;1187;1187;1187;1187;1007;0.00
17G;22;1187;1187;1187;1187;1007;-0.00
17J;01;1584;1584;1584;1584;147;0.06
17J;19;1584;1584;1584;1584;147;-0.06
17K;04;1282;1282;1282;1282;4178;0.00
17K;22;1282;1282;1282;1282;4178;-0.00
17V;08;1122;1122;1122;1122;4035;0.00
17V;26;1122;1122;1122;1122;4035;-0.00
17XS;01;1928;1928;1928;1928;1421;0.00
17XS;19;1928;1928;1928;1928;1421;-0.00
18AZ;06;1231;1231;1231;1231;2566;-0.32
18AZ;24;1231;1231;1231;1231;2566;0.32
18A;08;1525;1525;1525;1525;858;0.98
18A;26;1525;1525;1525;1525;858;-0.98
18TA;16;1372;1372;1372;1372;2330;0.00
18TA;34;1372;1372;1372;1372;2330;-0.00
18TE;08;1507;1507;1507;1507;390;0.00
18TE;26;1507;1507;1507;1507;390;-0.00
18TE;26_N;1059;1059;1059;1059;390;-0.00
18V;15;1275;1275;1275;1275;4963;0.00
18V;33;1275;1275;1275;1275;4963;-0.00
19A;17;1263;1263;1263;1263;951;0.63
19A;35;1263;1263;1263;1263;951;-0.63
19S;17;1370;1370;1370;1370;2910;0.00
19S;35;1370;1370;1370;1370;2910;-0.00
1A5;07;1522;1522;1522;1522;2033;0.00
1A5;07_B;1334;1334;1334;1334;2033;0.00
1A5;07_C;1138;1138;1138;1138;2033;0.00
1A5;25;1522;1522;1522;1522;2033;-0.00
1A5;25_F;1078;1078;1078;1078;2033;-0.00
1A6;10;1105;1105;1105;1105;1154;0.00
1A6;28;1105;1105;1105;1105;1154;-0.00
1A9;09;1643;1643;1643;1643;225;0.00
1A9;27;1643;1643;1643;1643;225;-0.00
1AZ0;09;1370;1370;1370;1370;1261;0.00
1AZ0;27;1370;1370;1370;1370;1261;-0.00
1B1;03;1631;1631;1631;1631;198;0.00
1B1;21;1631;1631;1631;1631;198;-0.00
1CA1;11;1585;1585;1585;1585;575;0.00
1CA1;29;1585;1585;1585;1585;575;-0.00
1CO4;17;1169;1169;1169;1169;5560;0.00
1CO4;35;1169;1169;1169;1169;5560;-0.00
1CO5;08;1147;1147;1147;1147;4260;0.00
1CO5;26;1147;1147;1147;1147;4260;-0.00
1D1;13;1220;1220;1220;1220;1116;0.00
1D1;31;1220;1220;1220;1220;1116;-0.00
1D7;12;1130;1130;1130;1130;1854;0.00
1D7;30;1130;1130;1130;1130;1854;-0.00
1F0;17;1529;1529;1529;1529;844;0.00
1F0;35;1529;1529;1529;1529;844;-0.00
1F5;17;1341;1341;1341;1341;2732;0.00
1F5;35;1341;1341;1341;1341;2732;-0.00
1G0;10;1278;1278;1278;1278;669;0.00
1G0;28;1278;1278;1278;1278;669;-0.00
1G3;01;1220;1220;1220;1220;1149;0.00
1G3;19;1220;1220;1220;1220;1149;-0.00
1G4;17;1526;1526;1526;1526;4815;0.00
1G4;35;1526;1526;1526;1526;4815;-0.00
1H0;16;1372;1372;1372;1372;460;0.00
1H0;34;1372;1372;1372;1372;460;-0.00
1H2;11;1551;1551;1551;1551;584;0.00
1H2;29;1551;1551;1551;1551;584;-0.00
1H2;29_N;1204;1204;1204;1204;584;-0.00
1H8;04;1220;1220;1220;1220;651;0.00
1H8;22;1220;1220;1220;1220;651;-0.00
1I7;18;1138;1138;1138;1138;525;0.00
1I7;36;1138;1138;1138;1138;525;-0.00
1J0;01;1222;1222;1222;1222;84;0.00
1J0;19;1222;1222;1222;1222;84;-0.00
1K1;17;1557;1557;1557;1557;1360;0.00
1K1;35;1557;1557;1557;1557;1360;-0.00
1K7;17;1396;1396;1396;1396;879;0.00
1K7;35;1396;1396;1396;1396;879;-0.00
1L1;17;1406;1406;1406;1406;4828;0.00
1L1;35;1406;1406;1406;1406;4828;-0.00
1L3;16;1537;1537;1537;1537;3412;0.00
1L3;34;1537;1537;1537;1537;3412;-0.00
1L7;13;1534;1534;1534;1534;5729;0.00
1L7;31;1534;1534;1534;1534;5729;-0.00
1L9;04;1525;1525;1525;1525;5930;0.00
1L9;22;1525;1525;1525;1525;5930;-0.00
1M4;18;1530;1530;1530;1530;930;0.00
1M4;36;1530;1530;1530;1530;930;-0.00
1M5;01;1525;1525;1525;1525;816;0.00
1M5;19;1525;1525;1525;1525;816;-0.00
1M7;09;1217;1217;1217;1217;403;0.00
1M7;27;1217;1217;1217;1217;403;-0.00
1M9;02;1463;1463;1463;1463;568;0.00
1M9;20;1463;1463;1463;1463;568;-0.00
1M9;20_N;1121;1121;1121;1121;568;-0.00
1MI3;09;1185;1185;1185;1185;879;0.00
1MI3;27;1185;1185;1185;1185;879;-0.00
1MS8;13;1920;1920;1920;1920;254;0.00
1MS8;31;1920;1920;1920;1920;254;-0.00
1N1;09;1578;1578;1578;1578;6549;0.00
1N1;27;1578;1578;1578;1578;6549;-0.00
1O3;08;1139;1139;1139;1139;58;0.00
1O3;26;1139;1139;1139;1139;58;-0.00
1O4;17;1153;1153;1153;1153;1730;0.00
1O4;35;1153;1153;1153;1153;1730;-0.00
1Q2;16;1405;1405;1405;1405;5116;0.00
1Q2;34;1405;1405;1405;1405;5116;-0.00
1R1;17;1487;1487;1487;1487;211;-0.07
1R1;35;1487;1487;1487;1487;211;0.07
1R7;04;1524;1524;1524;1524;487;0.00
1R7;22;1524;1524;1524;1524;487;-0.00
1R8;08;1673;1673;1673;1673;248;0.00
1R8;08_A5;1617;1617;1617;1617;248;0.00
1R8;26;1673;1673;1673;1673;248;-0.00
1R8;26_A2;1619;1619;1619;1619;248;-0.00
1R8;26_A3;1488;1488;1488;1488;248;-0.00
1S3;09;1458;1458;1458;1458;2727;0.00
1S3;27;1458;1458;1458;1458;2727;-0.00
1T1;17;1235;1235;1235;1235;253;0.00
1T1;35;1235;1235;1235;1235;253;-0.00
1TE1;13;1220;1220;1220;1220;649;0.00
1TE1;31;1220;1220;1220;1220;649;-0.00
1TX4;15;1375;1375;1375;1375;100;0.00
1TX4;33;1375;1375;1375;1375;100;-0.00
1U7;10;1742;1742;1742;1742;5928;0.00
1U7;16;1401;1401;1401;1401;5928;0.00
1U7;28;1742;1742;1742;1742;5928;-0.00
1U7;34;1401;1401;1401;1401;5928;-0.00
1V0;06;1527;1527;1527;1527;6478;0.00
1V0;24;1527;1527;1527;1527;6478;-0.00
1V2;17;1212;1212;1212;1212;3709;0.00
1V2;35;1212;1212;1212;1212;3709;-0.00
1V6;11;1642;1642;1642;1642;5438;0.00
1V6;11_A2;1592;1592;1592;1592;5438;0.00
1V6;11_A3;1163;1163;1163;1163;5438;0.00
1V6;29;1642;1642;1642;1642;5438;-0.00
1V6;29_A5;1353;1353;1353;1353;5438;-0.00
1V8;12;2134;2134;2134;2134;7598;0.00
1V8;30;2134;2134;2134;2134;7598;-0.00
1VA1;08;1522;1522;1522;1522;2950;0.00
1VA1;26;1522;1522;1522;1522;2950;-0.00
1X1;18;1210;1210;1210;1210;2566;0.00
1X1;36;1210;1210;1210;1210;2566;-0.00
1XA2;13L;2440;2440;2440;2440;188;0.00
1XA2;13R;2440;2440;2440;2440;188;0.00
1XA2;17;2440;2440;2440;2440;188;0.00
1XA2;31L;2440;2440;2440;2440;188;-0.00
1XA2;31R;2440;2440;2440;2440;188;-0.00
1XA2;35;2440;2440;2440;2440;188;-0.00
1XS8;16;1375;1375;1375;1375;1640;0.00
1XS8;34;1375;1375;1375;1375;1640;-0.00
20A;05;1280;1280;1280;1280;1140;0.00
20A;23;1280;1280;1280;1280;1140;-0.00
20GA;10;1368;1368;1368;1368;1109;0.00
20GA;28;1368;1368;1368;1368;1109;-0.00
20U;12;1278;1278;1278;1278;2755;0.00
20U;30;1278;1278;1278;1278;2755;-0.00
20V;09;1684;1684;1684;1684;7411;0.00
20V;27;1684;1684;1684;1684;7411;-0.00
21AZ;12;1221;1221;1221;1221;6064;0.00
21AZ;30;1221;1221;1221;1221;6064;-0.00
22I;09;1172;1172;1172;1172;958;0.00
22I;27;1172;1172;1172;1172;958;-0.00
22S;13;1342;1342;1342;1342;4395;0.00
22S;31;1342;1342;1342;1342;4395;-0.00
22TA;15;1403;1403;1403;1403;690;0.00
22TA;33;1403;1403;1403;1403;690;-0.00
23ND;08;1215;1215;1215;1215;2110;0.00
23ND;26;1215;1215;1215;1215;2110;-0.00
24CL;14;2081;2081;2081;2081;205;-2.26
24CL;32;2081;2081;2081;2081;205;2.26
24J;07;1221;1221;1221;1221;104;0.00
24J;25;1221;1221;1221;1221;104;-0.00
24N;17;2284;2284;2284;2284;7618;0.00
24N;35;2284;2284;2284;2284;7618;-0.00
25M;03;1342;1342;1342;1342;464;0.00
25M;21;1342;1342;1342;1342;464;-0.00
25TA;08;1403;1403;1403;1403;35;0.00
25TA;26;1403;1403;1403;1403;35;-0.00
25TS;17;1903;1903;1903;1903;3961;0.00
25TS;35;1903;1903;1903;1903;3961;-0.00
26A;09;1223;1223;1223;1223;1064;0.00
26A;27;1223;1223;1223;1223;1064;-0.00
26U;16;1799;1799;1799;1799;4478;0.00
26U;34;1799;1799;1799;1799;4478;-0.00
27AZ;17;1178;1178;1178;1178;2206;0.00
27AZ;35;1178;1178;1178;1178;2206;-0.00
27J;04;1220;1220;1220;1220;570;0.00
27J;22;1220;1220;1220;1220;570;-0.00
27K;03;1675;1675;1675;1675;945;0.00
27K;03_N;1214;1214;1214;1214;945;0.00
27K;21;1675;1675;1675;1675;945;-0.00
27K;21_N;1247;1247;1247;1247;945;-0.00
27R;17;1313;1313;1313;1313;2448;0.00
27R;17_B1;1244;1244;1244;1244;2448;0.00
27R;35;1313;1313;1313;1313;2448;-0.00
28J;09;1825;1825;1825;1825;48;0.00
28J;27;1825;1825;1825;1825;48;-0.00
28TA;14;2492;2492;2492;2492;665;0.00
28TA;32;2492;2492;2492;2492;665;-0.00
29AZ;03;1673;1673;1673;1673;737;0.00
29AZ;21;1673;1673;1673;1673;737;-0.00
29D;10;1368;1368;1368;1368;1371;0.00
29D;28;1368;1368;1368;1368;1371;-0.00
29OK;17;1239;1239;1239;1239;1120;0.00
29OK;35;1239;1239;1239;1239;1120;-0.00
2A0;03;1526;1526;1526;1526;719;0.00
2A0;21;1526;1526;1526;1526;719;-0.00
2A2;05;1461;1461;1461;1461;1270;0.00
2A2;23;1461;1461;1461;1461;1270;-0.00
2A5;02;1129;1129;1129;1129;723;0.00
2A5;20;1129;1129;1129;1129;723;-0.00
2A6;15;1359;1359;1359;1359;175;0.00
2A6;33;1359;1359;1359;1359;175;-0.00
2B7;18;1220;1220;1220;1220;197;0.00
2B7;36;1220;1220;1220;1220;197;-0.00
2CL9;07;1181;1181;1181;1181;44;0.00
2CL9;25;1181;1181;1181;1181;44;-0.00
2CN4;13;1472;1472;1472;1472;616;0.00
2CN4;31;1472;1472;1472;1472;616;-0.00
2E3;01;1100;1100;1100;1100;3421;0.64
2E3;19;1100;1100;1100;1100;3421;-0.64
2E5;08;1424;1424;1424;1424;3703;0.00
2E5;26;1424;1424;1424;1424;3703;-0.00
2F0;14;1242;1242;1242;1242;2200;0.00
2F0;32;1242;1242;1242;1242;2200;-0.00
2F1;17;1100;1100;1100;1100;2369;0.00
2F1;35;1100;1100;1100;1100;2369;-0.00
2F5;07;1218;1218;1218;1218;2999;0.00
2F5;16;1527;1527;1527;1527;2999;0.00
2F5;25;1218;1218;1218;1218;2999;-0.00
2F5;34;1527;1527;1527;1527;2999;-0.00
2F7;18;1194;1194;1194;1194;515;0.00
2F7;36;1194;1194;1194;1194;515;-0.00
2G2;14;1523;1523;1523;1523;1191;0.00
2G2;32;1523;1523;1523;1523;1191;-0.00
2G4;09;1519;1519;1519;1519;2933;0.00
2G4;27;1519;1519;1519;1519;2933;-0.00
2G4;27_C;1003;1003;1003;1003;2933;-0.00
2G4;27_D;1453;1453;1453;1453;2933;-0.00
2G9;07;1523;1523;1523;1523;2270;0.00
2G9;25;1523;1523;1523;1523;2270;-0.00
2H0;18;1250;1250;1250;1250;618;0.00
2H0;36;1250;1250;1250;1250;618;-0.00
2H9;15;1113;1113;1113;1113;1620;0.00
2H9;33;1113;1113;1113;1113;1620;-0.00
2I0;05;1844;1844;1844;1844;437;0.00
2I0;23;1844;1844;1844;1844;437;-0.00
2ID4;03;1285;1285;1285;1285;2350;0.00
2ID4;21;1285;1285;1285;1285;2350;-0.00
2IS;13;1800;1800;1800;1800;20;0.00
2IS;31;1800;1800;1800;1800;20;-0.00
2J2;14;1127;1127;1127;1127;98;0.00
2J2;32;1127;1127;1127;1127;98;-0.00
2J3;13;1525;1525;1525;1525;328;-0.13
2J3;31;1525;1525;1525;1525;328;0.13
2J5;17;1525;1525;1525;1525;236;-0.20
2J5;35;1525;1525;1525;1525;236;0.20
2K3;17;1584;1584;1584;1584;3325;0.00
2K3;35;1584;1584;1584;1584;3325;-0.00
2K4;17;1280;1280;1280;1280;1643;0.00
2K4;35;1280;1280;1280;1280;1643;-0.00
2K9;17;1130;1130;1130;1130;587;0.00
2K9;35;1130;1130;1130;1130;587;-0.00
2M0;05;1245;1245;1245;1245;583;-0.24
2M0;23;1245;1245;1245;1245;583;0.24
2M2;17;1525;1525;1525;1525;936;0.00
2M2;35;1525;1525;1525;1525;936;-0.00
2O1;07;1247;1247;1247;1247;3415;0.00
2O1;25;1247;1247;1247;1247;3415;-0.00
2O3;16;1322;1322;1322;1322;1875;0.00
2O3;34;1322;1322;1322;1322;1875;-0.00
2O7;14;1246;1246;1246;1246;3908;0.00
2O7;32;1246;1246;1246;1246;3908;-0.00
2O8;17;1220;1220;1220;1220;1583;0.00
2O8;35;1220;1220;1220;1220;1583;-0.00
2OR1;04;1293;1293;1293;1293;1641;0.00
2OR1;22;1293;1293;1293;1293;1641;-0.00
2Q3;16;1831;1831;1831;1831;98;0.00
2Q3;16_A;1781;1781;1781;1781;98;0.00
2Q3;34;1831;1831;1831;1831;98;-0.00
2R0;02;1525;1525;1525;1525;167;0.00
2R0;20;1525;1525;1525;1525;167;-0.00
2R2;18;1342;1342;1342;1342;897;0.00
2R2;36;1342;1342;1342;1342;897;-0.00
2R4;18;1132;1132;1132;1132;82;0.00
2R4;36;1132;1132;1132;1132;82;-0.00
2R5;06;1217;1217;1217;1217;132;0.00
2R5;24;1217;1217;1217;1217;132;-0.00
2RR;16;1519;1519;1519;1519;55;0.00
2RR;34;1519;1519;1519;1519;55;-0.00
2S7;17;1144;1144;1144;1144;4215;0.00
2S7;35;1144;1144;1144;1144;4215;-0.00
2S8;02;1173;1173;1173;1173;2182;0.00
2S8;20;1173;1173;1173;1173;2182;-0.00
2T1;07;1552;1552;1552;1552;3778;0.00
2T1;25;1552;1552;1552;1552;3778;-0.00
2TA6;01;1434;1434;1434;1434;361;0.00
2TA6;19;1434;1434;1434;1434;361;-0.00
2TA8;13;1680;1680;1680;1680;130;0.00
2TA8;31;1680;1680;1680;1680;130;-0.00
2TS8;15;1283;1283;1283;1283;452;0.00
2TS8;33;1283;1283;1283;1283;452;-0.00
2TX3;18;1611;1611;1611;1611;1020;0.00
2TX3;36;1611;1611;1611;1611;1020;-0.00
2TX4;17;1447;1447;1447;1447;540;0.00
2TX4;35;1447;1447;1447;1447;540;-0.00
2V5;17;1645;1645;1645;1645;3678;0.00
2V5;35;1645;1645;1645;1645;3678;-0.00
2V6;16;1282;1282;1282;1282;4136;0.00
2V6;34;1282;1282;1282;1282;4136;-0.00
2VG2;13;1553;1553;1553;1553;550;0.00
2VG2;31;1553;1553;1553;1553;550;-0.00
2W5;02;1143;1143;1143;1143;174;0.00
2W5;20;1143;1143;1143;1143;174;-0.00
2W6;11;1263;1263;1263;1263;141;0.00
2W6;29;1263;1263;1263;1263;141;-0.00
2XS1;18;1528;1528;1528;1528;1187;0.00
2XS1;36;1528;1528;1528;1528;1187;-0.00
2XS2;15;1527;1527;1527;1527;750;0.00
2XS2;33;1527;1527;1527;1527;750;-0.00
2XS3;16;1267;1267;1267;1267;486;0.00
2XS3;34;1267;1267;1267;1267;486;-0.00
30GA;14;1713;1713;1713;1713;1500;0.00
30GA;32;1713;1713;1713;1713;1500;-0.00
31E;14;1119;1119;1119;1119;35;0.00
31E;32;1119;1119;1119;1119;35;-0.00
31VA;02;1805;1805;1805;1805;33;0.00
31VA;20;1805;1805;1805;1805;33;-0.00
31WI;06;1387;1387;1387;1387;875;0.00
31WI;24;1387;1387;1387;1387;875;-0.00
32A;11;1623;1623;1623;1623;392;0.00
32A;29;1623;1623;1623;1623;392;-0.00
32S;12;1156;1156;1156;1156;3613;0.00
32S;30;1156;1156;1156;1156;3613;-0.00
33J;11;1209;1209;1209;1209;0;0.00
33J;29;1209;1209;1209;1209;0;-0.00
33N;09;1281;1281;1281;1281;55;0.00
33N;27;1281;1281;1281;1281;55;-0.00
33U;11;1828;1828;1828;1828;6561;0.00
33U;29;1828;1828;1828;1828;6561;-0.00
33V;04;1799;1799;1799;1799;8151;0.00
